,Effectiveness,Price,Taste,Side effects,Quality control,Varied results,Ingredients,date,name,title,content,rating
157,0,-1,-1,0,-1,0,-1,2021-09-26,yana,Great product,"This is a great product, my husband manufactures cosmetics, and everything you can think that. He said the ingredients they use are great. And I go through him before I take anything. I definitely seen a lot of growth and lots of new baby hairs. After having my kids a lost a lot of hair and this product helped me. You will have to take it for at least 2-3 months to see actual results.",5
158,1,0,0,0,0,0,0,2016-09-16,Jennifer,Pleasantly Surprised,"I was pleasantly surprised by this product. I was skeptical but read reviews, etc. Usually anything being promoted by a Kardashian isn't something I want to waste money on. My hair grows painfully slow. I decided to try them for a month. I noticed a definite change in the length of my hair at the end of 30 days. My only regret is not taking a before pic for comparison. But my hair is short and I barely had enough to pull into a little nubby ponytail and now I actually have a ponytail. I'm not saying my hair grew like 2 inches or anything. But there is noticeable growth. These also taste great! I purchased a similar but less expensive vitamin to try this month. If i don't see similar results I will be buying more of these.. The only con is they don't just help the hair on your head grow. ALL your hair grows faster. I spent a lot of extra time plucking my eyebrows this month. But its a small price to pay to finally have my hair growing!",5
159,0,-1,0,0,0,0,0,2019-05-08,Amazon Customer,It works!!!,"I had never even heard of sugarbearhair before or seen it on Instagram but one day back in January, I got the worst hair cut of my life and sought out to find a quick remedy if possible. I started taking SBH in January 14 and just finished my third bottle. This stuff is insane. I literally never write reviews, I just read them! But this was something i felt the need to review. I did SBH for four months just about and had no breakouts, no weird side effects or anything. Just hair that grew like a weed and nails that are strong and long. I had to stop getting my nails done at the salon because they were growing out too fast!! My hair typically grows soooooo slow too and how much my hair grew in just four mos usually takes about 6 mos or more to happen. Seriously, try this stuff. Even just a month did wonders.",5
160,1,-1,1,0,1,1,0,2022-05-07,Amazon Customer,It does work!,I’ve been using SugarBear Hair vitamins for a long time and I do notice that my hair is healthier and longer. I love it and recommend it!,5
161,-1,0,0,-1,-1,0,0,2016-07-18,Need shoe rehab,Yum! Great multi-vitamin,"Love these! Ive tried several hair vitamins and these are by far my favorite. As a vegetarian it was really hard for me to take most every hair and nail vitamin because of the non-vegetarian ingredients. Also, my skin is prone to breakouts so I just stopped taking hair vitamins all together. When I found out these vitamins were vegetarian I jumped at the chance to purchase. Although the price sucks, wee bit too expensive, Im on my second bottle. These pills, hands down, are the best tasting just as they claim. After a while the pills do taste a bit to sweet for me. I noticed very minor breakouts that were really small. In fact while on the pills I don't get huge pimples like I did prior. As for hair growth... Well I have a full blown afro so its a bit harder for me to tell. Personally I don't think my hair is growing any faster than normal but I do think it sheds less which for me is HUGE. Im now taking the pills as a multi-vitamin and I would recommend purchasing",5
162,,,,,,,,2022-07-13,Tori,Yummy!,Tastes great and my hair and nails grow like crazy!!!!,5
163,1,0,0,-1,0,0,0,2022-01-13,Daisy,Slow but steady,"I love the taste of the gummies, so it’s hard not to miss a day because it’s taste so good. I’ve only been taking them for 30 days but I’m hoping after taking them for 90 days I can tell a big difference. If anything I’ve managed to slow down how much hair falls out.",5
164,1,0,0,0,0,1,0,2018-07-30,Lex,"YES, IT WORKS!!","(To be blunt, I'm black.) And my fellow sistas are probably searching through these comments looking for someone to say whether or not this product works for US. Ladies, I do believe this works! I've been taking it for 3 months now and my hair dresser tells me every appointment that my hair is growing :) Just purchased the 3 month supply. I should have some inches by the winter time haha!",5
165,0,1,0,0,0,0,0,2022-07-21,Amazon Customer,They’re tasty and really seem to help my hair and nails!,Love the taste and how well they chew up.,5
166,0,0,0,-1,0,0,0,2022-06-27,Matt Murphy,My wife loves these things.,My wife lives these. Says it has made a big difference.,5
167,,,,,,,,2017-06-01,Shelton,Tastes great and works well,"Ok, so these things are super tasty--just like chewing a couple real gummy bears. I've gone through a lot of reviews of hair growth supplements (doing the research), and this one tends to get a B- to a C, mostly because they have some extra additives and use blue dye. I am on my fourth bottle of these despite that knowledge for a reason--they work and I dislike taking vitamin-y/herbal tasting pills. I've noticed that my hair has grown slightly faster, but I actually care more about the fact that it's growing in healthier than it has in years. The amount of biotin in this is the real deal. My hair is coming in healthy and my nails are strong. I'm in my 30s, so no breakouts, but my hair stylist mentioned that she did have an increase in acne when she took them (she's about 24). I'd imagine it depends on the individual. Overall, a great experience with this product. It always comes on time with Amazon Prime, so I'm a fan.",5
168,0,0,-1,0,0,0,0,2022-08-28,Yasmin Maldonado,Me encanto,Excelente,5
169,1,0,0,0,0,1,0,2022-07-24,Nicole A Neely,Great so far,I hope to see the results soon,5
170,0,0,-1,-1,0,0,0,2019-10-09,Zoe,Totally Works,"I do not normally write reviews, but I have to for these gummies. I have gone through a couple of bottles. At first, I was taking them pretty inconsistently and didn't notice much difference, but they tasted good lol. Last month I took two gummies a day religiously and I cannot believe how well they work. I have baby hairs growing around my hairline!! Also, I can tell my hair is longer and it feels thicker. I have always had long hair, but now I have had multiple friends comment on how long it looks, which I think is not only because it has grown in length but is also much fuller and healthier looking. I also feel like its making my eyelashes grow fuller and longer. I literally tell all of my friends to buy these gummies. Totally worth it.",5
171,0,0,-1,0,-1,0,0,2022-02-16,Len,Very good!!!,These little gummies seem to work pretty well. I have been taking them for over a year and have notice a big difference in my hair. I have noticed less shedding of hair. I will continue to take these!!:)),5
172,0,-1,0,0,-1,0,0,2022-05-12,Jvazq425,It really works!!!!!,I have been using for about 3 years now and it really works. My hair grows so fast and my nails,5
173,0,0,-1,0,-1,0,0,2018-05-07,Elana Anderson,Revised two months in,I’ve only been taking this vitamin for two weeks and have already noticed a difference in my hair. I’ve always had dry and brittle hair. Since starting my hair has became stronger and has cut down my shedding by literally 85%. For a while i was shedding so much i was convinced i was going bald and now i only lose a couple hairs after every brushing. My hair has been noticeably more oily but not to the point of changing my wash routine but enough to help with the dryness i was experiencing. I’ll update my review as I continue the vitamins. 2 months later... I have started getting pretty bad cystic acne and I’ve had maybe two pimples my entire life. At first it wasnt a lot but now i have scabs on my face because i get anxious and pick at my face. The pros don’t outweigh the cons for me but maybe for you it will,5
